Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2016","2016","%","14.34","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2017","2017","%","76.42","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2017","2017","%","14.48","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2018","2018","%","75.52","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2018","2018","%","14.22","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2019","2019","%","76.2","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2019","2019","%","14.21","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2020","2020","%","74.69","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2020","2020","%","14.28","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2021","2021","%","73.24","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2021","2021","%","14.36","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2022","2022","%","74.58","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2022","2022","%","14.21","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2002","2002","%","9.25","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2003","2003","%","9.28","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2004","2004","%","9.37","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2005","2005","%","9.39","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2006","2006","%","9.5","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2007","2007","%","10.14","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2008","2008","%","12.44","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2009","2009","%","14.82","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2010","2010","%","14.09","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2011","2011","%","16.19","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2012","2012","%","15.17","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2013","2013","%","16.09","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2014","2014","%","16.83","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2015","2015","%","16.79","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2016","2016","%","15.61","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2017","2017","%","15.35","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","15.16","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2019","2019","%","14.78","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2020","2020","%","14.39","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2021","2021","%","14.43","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6621","Arable land","2022","2022","%","14.95","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2002","2002","%","0.28","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2003","2003","%","0.28","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2004","2004","%","0.27","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2005","2005","%","0.27","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2006","2006","%","0.21","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2007","2007","%","0.23","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2008","2008","%","0.22","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2009","2009","%","0.21","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2010","2010","%","0.26","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2011","2011","%","0.27","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2012","2012","%","0.27","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2013","2013","%","0.27","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2014","2014","%","0.27","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2015","2015","%","0.27","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2016","2016","%","0.27","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2017","2017","%","0.27","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2018","2018","%","0.27","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2019","2019","%","0.28","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2020","2020","%","0.28","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2021","2021","%","0.28","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6650","Permanent crops","2022","2022","%","0.28","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2002","2002","%","90.46","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2002","2002","%","77.13","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2003","2003","%","90.44","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2003","2003","%","77.13","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2004","2004","%","90.36","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2004","2004","%","76.56","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2005","2005","%","90.35","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2005","2005","%","76.56","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2006","2006","%","90.29","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2006","2006","%","75.81","A","Official figure",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2007","2007","%","89.63","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2007","2007","%","74.51","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2008","2008","%","87.33","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2008","2008","%","73.22","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2009","2009","%","84.97","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2009","2009","%","71.92","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2010","2010","%","85.65","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2010","2010","%","70.63","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2011","2011","%","83.54","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2011","2011","%","69.33","A","Official figure",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2012","2012","%","84.55","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2012","2012","%","68.78","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2013","2013","%","83.64","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2013","2013","%","68.56","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2014","2014","%","82.9","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2014","2014","%","68.56","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2015","2015","%","82.94","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2015","2015","%","68.56","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2016","2016","%","84.12","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2016","2016","%","68.56","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2017","2017","%","84.37","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2017","2017","%","68.56","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2018","2018","%","84.56","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2018","2018","%","68.56","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2019","2019","%","84.94","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2019","2019","%","68.56","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2020","2020","%","85.33","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2020","2020","%","68.56","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2021","2021","%","85.29","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2021","2021","%","68.56","E","Estimated value",""
"RL","Land Use","858","Uruguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2022","2022","%","84.78","E","Estimated value",""
"RL","Land Use","858","Uruguay","7209","Share in Land area","6655","Permanent meadows and pastures","2022","2022","%","68.56","E","Estimated value",""
